Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
2847,Marcel Sabitzer,at AUT,MF,Bayern Munich,de Bundesliga,29-082,15,628,42,20.5,7.0,7,67,2,8,20,3,2.27,22,3,+19,+2.72,+1.43,16.9,3.7,+13.2,+1.89,+0.97
2848,Falaye Sacko,ml MLI,DF,Montpellier,fr Ligue 1,28-037,35,2580,74,75.4,28.7,29,86,23,6,15,3,1.34,57,45,+12,+0.42,+1.38,41.7,49.6,-7.9,-0.28,-0.06
2849,Dominic Sadi,eng ENG,MF,Bournemouth,eng Premier League,19-278,0,,,,,0,,0,0,,4,,,,,,,,,,,
2850,Umar Sadiq,ng NGA,FW,Almería,es La Liga,26-125,3,240,80,7.0,2.7,3,80,1,0,,0,1.33,4,3,+1,+0.37,+0.86,3.3,4.0,-0.7,-0.25,+0.22
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
2851,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,26-125,2,82,41,2.4,0.9,1,37,0,1,45,0,0.50,1,0,+1,+1.10,+0.69,0.7,1.7,-1.0,-1.08,-1.63
2852,Alexis Saelemaekers,be BEL,"FW,DF",Milan,it Serie A,23-345,30,1402,47,41.0,15.6,14,67,0,16,29,1,1.70,21,16,+5,+0.32,-0.39,23.3,16.4,+6.9,+0.44,-0.04
2853,Tom Saettel,fr FRA,FW,Strasbourg,fr Ligue 1,17-353,0,,,,,0,,0,0,,2,,,,,,,,,,,
2854,Yakine Said Mmadi,km COM,DF,Marseille,fr Ligue 1,19-088,0,,,,,0,,0,0,,1,,,,,,,,,,,
2855,Wesley Saïd,fr FRA,"FW,MF",Lens,fr Ligue 1,28-049,21,644,31,18.8,7.2,6,57,0,15,20,1,2.43,11,6,+5,+0.70,-0.40,11.9,11.8,+0.2,+0.02,-0.74
2856,Allan Saint-Maximin,fr FRA,FW,Newcastle Utd,eng Premier League,26-087,25,1120,45,32.7,12.4,12,75,2,13,17,1,1.76,19,14,+5,+0.40,-0.77,22.7,13.1,+9.7,+0.78,-0.11
2857,Théo Sainte-Luce,fr FRA,DF,Montpellier,fr Ligue 1,24-230,9,534,59,15.6,5.9,7,71,3,2,20,2,1.67,18,14,+4,+0.67,+0.71,10.7,11.2,-0.5,-0.09,+0.20
2858,Samuel Sáiz,es ESP,MF,Girona,es La Liga,32-136,8,240,30,7.0,2.7,1,60,0,7,26,4,1.13,5,5,0,0.00,-0.08,3.9,4.4,-0.5,-0.19,-0.07
2859,Bukayo Saka,eng ENG,FW,Arsenal,eng Premier League,21-275,38,3181,84,93.0,35.3,37,85,23,1,31,0,2.21,79,42,+37,+1.05,-1.97,64.4,39.4,+25.0,+0.71,-1.13
2860,Hamza Sakhi,ma MAR,MF,Auxerre,fr Ligue 1,27-000,27,1658,61,48.5,18.4,18,83,8,9,19,7,0.63,16,40,-24,-1.30,-1.10,21.6,25.6,-4.0,-0.22,+0.41
2861,Mamadou Sakho,fr FRA,DF,Montpellier,fr Ligue 1,33-114,15,763,51,22.3,8.5,7,76,1,8,29,17,1.07,16,20,-4,-0.47,-0.71,11.1,13.2,-2.1,-0.25,+0.02
2862,Álex Sala,es ESP,MF,Girona,es La Liga,22-059,0,,,,,0,,0,0,,1,,,,,,,,,,,
2863,Jacopo Sala,it ITA,MF,Spezia,it Serie A,31-184,6,112,19,3.3,1.2,1,66,0,5,9,22,0.83,0,4,-4,-3.21,-2.48,0.1,3.1,-3.0,-2.47,-2.06
2864,Ibrahim Salah,ma MAR,"FW,MF",Rennes,fr Ligue 1,21-281,13,227,17,6.6,2.5,1,63,0,12,14,3,1.46,3,3,0,0.00,-0.85,4.4,4.9,-0.5,-0.19,-0.69
2865,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,30-357,38,3290,87,96.2,36.6,37,88,29,1,26,0,1.76,74,45,+29,+0.79,+1.49,70.6,46.8,+23.8,+0.65,+2.12
2866,Amine Salama,fr FRA,"FW,MF",Angers,fr Ligue 1,22-324,25,1249,50,36.5,13.9,12,78,4,13,24,2,0.16,10,28,-18,-1.30,-0.05,17.5,20.7,-3.2,-0.23,+0.50
2867,Eddie Salcedo,it ITA,FW,Inter,it Serie A,21-249,0,,,,,0,,0,0,,1,,,,,,,,,,,
2868,William Saliba,fr FRA,DF,Arsenal,eng Premier League,22-075,27,2415,89,70.6,26.8,27,89,26,0,,0,2.44,61,25,+36,+1.34,+0.54,51.9,26.2,+25.7,+0.96,+0.58
2869,Dikeni Salifou,tg TOG,MF,Werder Bremen,de Bundesliga,19-364,1,1,1,0.0,0.0,0,,0,1,1,7,3.00,0,0,0,0.00,+0.38,0.0,0.0,0.0,0.00,+0.35
2870,Romain Salin,fr FRA,GK,Rennes,fr Ligue 1,38-313,0,,,0.0,0.0,0,,0,0,,2,3.00,2,1,+1,,,,,,,
2871,Mohammed Salisu,gh GHA,DF,Southampton,eng Premier League,24-051,22,1973,90,57.7,21.9,21,90,20,1,84,4,0.73,20,41,-21,-0.96,+0.04,21.6,28.2,-6.5,-0.30,+0.74
2872,Roland Sallai,hu HUN,"MF,FW",Freiburg,de Bundesliga,26-016,19,1002,53,32.7,11.1,10,73,2,9,31,4,1.84,16,16,0,0.00,-0.31,15.9,17.6,-1.6,-0.15,-0.18
2873,Yoann Salmier,gf GUF,DF,Troyes,fr Ligue 1,30-198,32,2646,83,77.4,29.4,31,85,25,1,8,2,0.72,39,65,-26,-0.88,+0.28,32.0,55.7,-23.7,-0.81,+0.97
2874,Salvi,es ESP,"FW,MF",Rayo Vallecano,es La Liga,32-069,24,490,20,14.3,5.4,4,55,0,20,14,10,1.46,4,15,-11,-2.02,-2.11,6.4,10.6,-4.1,-0.76,-0.70
2875,Lazar Samardzic,rs SRB,MF,Udinese,it Serie A,21-103,37,1850,50,54.1,20.6,19,75,3,18,24,1,1.22,29,27,+2,+0.10,+0.27,26.7,26.8,-0.1,0.00,+0.27
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
2876,Diadie Samassékou,ml MLI,"MF,FW",Hoffenheim,de Bundesliga,27-147,2,34,17,1.1,0.4,1,23,0,1,11,4,1.50,0,0,0,0.00,+0.27,0.6,0.1,+0.5,+1.43,+1.54
2877,Mama Samba Baldé,gw GNB,FW,Troyes,fr Ligue 1,27-213,34,2665,78,77.9,29.6,30,84,20,4,37,0,0.53,36,68,-32,-1.08,-0.60,31.9,62.4,-30.5,-1.03,-0.03
2878,Brice Samba,fr FRA,GK,Lens,fr Ligue 1,29-043,37,3330,90,97.4,37.0,37,90,37,0,,1,2.19,65,28,+37,+1.00,-1.00,64.0,40.2,+23.7,+0.64,+0.74
2879,Albert Sambi Lokonga,be BEL,MF,Arsenal,eng Premier League,23-228,6,198,33,5.8,2.2,2,82,1,4,9,12,2.50,3,3,0,0.00,-1.26,4.0,1.7,+2.2,+1.01,+0.24
2880,Albert Sambi Lokonga,be BEL,MF,Crystal Palace,eng Premier League,23-228,9,536,60,15.7,6.0,6,79,3,3,20,8,0.67,2,5,-3,-0.50,-0.32,4.5,6.3,-1.8,-0.31,-0.09
2881,Junior Sambia,fr FRA,DF,Salernitana,it Serie A,26-273,22,697,32,20.4,7.7,7,69,1,15,14,16,1.00,8,10,-2,-0.26,+0.14,7.7,14.3,-6.6,-0.85,-0.06
2882,Jasper Samooja,fi FIN,GK,Lecce,it Serie A,19-321,0,,,,,0,,0,0,,3,,,,,,,,,,,
2883,Samuel,br BRA,"FW,MF",Valencia,es La Liga,23-166,38,2887,76,84.4,32.1,33,82,17,5,37,0,1.11,39,38,+1,+0.03,+0.71,42.8,36.0,+6.7,+0.21,+0.37
2884,Imari Samuels,eng ENG,DF,Brighton,eng Premier League,20-122,0,,,,,0,,0,0,,1,,,,,,,,,,,
2885,Ishé Samuels-Smith,eng ENG,DF,Everton,eng Premier League,17-002,0,,,,,0,,0,0,,1,,,,,,,,,,,
2886,Fede San Emeterio,es ESP,MF,Cádiz,es La Liga,26-083,33,1844,56,53.9,20.5,24,69,3,9,22,0,1.18,16,23,-7,-0.34,+0.57,21.7,31.5,-9.9,-0.48,+0.09
2887,Antonio Sanabria,py PAR,FW,Torino,it Serie A,27-095,33,2432,74,71.1,27.0,28,82,12,5,25,2,1.33,29,31,-2,-0.07,-0.35,31.2,27.2,+4.0,+0.15,+0.35
2888,Leandro Sanca,pt POR,"FW,MF",Spezia,it Serie A,23-154,4,32,8,0.9,0.4,0,,0,4,8,11,0.50,0,2,-2,-5.63,-4.85,0.3,0.4,-0.1,-0.26,+0.21
2889,Marciano Sanca,gw GNB,FW,Almería,es La Liga,19-096,0,,,,,0,,0,0,,9,,,,,,,,,,,
2890,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,23-043,36,2532,70,74.0,28.1,32,75,6,4,36,0,1.39,38,29,+9,+0.32,+0.83,39.3,28.0,+11.2,+0.40,-0.22
2891,Renato Sanches,pt POR,MF,Paris S-G,fr Ligue 1,25-293,23,717,31,21.0,8.0,6,51,1,17,24,1,2.22,18,9,+9,+1.13,-0.20,16.7,10.5,+6.2,+0.78,-0.01
2892,Alexis Sánchez,cl CHI,"FW,MF",Marseille,fr Ligue 1,34-170,35,2679,77,78.3,29.8,32,80,11,3,41,2,1.89,51,27,+24,+0.81,+0.44,51.8,32.3,+19.5,+0.65,+0.25
2893,Antonio Sánchez,es ESP,"MF,DF",Mallorca,es La Liga,26-157,32,1076,34,31.5,12.0,11,64,1,21,18,5,1.28,7,19,-12,-1.00,-1.23,11.9,14.4,-2.5,-0.20,+0.13
2894,Christian Sánchez,cu CUB,GK,Celta Vigo,es La Liga,23-333,0,,,,,0,,0,0,,13,,,,,,,,,,,
2895,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,26-360,18,858,48,25.1,9.5,8,81,5,10,21,20,1.50,18,17,+1,+0.10,-0.11,15.0,12.7,+2.3,+0.24,+0.06
2896,Iván Sánchez,es ESP,"MF,FW",Valladolid,es La Liga,30-257,25,1154,46,33.7,12.8,13,66,1,12,25,11,0.92,11,19,-8,-0.62,+0.25,11.0,16.3,-5.2,-0.42,+0.40
2897,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,26-085,32,2392,75,69.9,26.6,28,81,20,4,29,2,1.16,21,43,-22,-0.83,-0.13,26.0,45.3,-19.2,-0.72,-0.10
2898,Manuel Sánchez,es ESP,DF,Osasuna,es La Liga,22-287,31,2124,69,62.1,23.6,22,90,21,9,16,7,1.35,22,26,-4,-0.17,-0.10,23.4,30.5,-7.1,-0.30,-0.35
2899,Robert Sánchez,es ESP,GK,Brighton,eng Premier League,25-201,23,2070,90,60.5,23.0,23,90,23,0,,10,1.65,41,30,+11,+0.48,-0.06,38.9,27.0,+11.9,+0.52,-0.24
2900,Jadon Sancho,eng ENG,"FW,MF",Manchester Utd,eng Premier League,23-074,26,1686,65,49.3,18.7,21,74,4,5,28,4,1.92,30,18,+12,+0.64,+0.48,37.8,24.8,+13.0,+0.69,+0.47
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
2901,Alex Sandro,br BRA,DF,Juventus,it Serie A,32-132,25,1787,71,52.3,19.9,21,82,16,4,15,8,1.92,35,20,+15,+0.76,+0.31,31.6,23.8,+7.8,+0.39,+0.07
2902,Leroy Sané,de GER,"MF,FW",Bayern Munich,de Bundesliga,27-147,32,2010,63,65.7,22.3,20,82,11,12,32,0,2.03,59,24,+35,+1.57,-0.06,45.5,25.3,+20.2,+0.91,-0.60
2903,Sidi Sané,de GER,FW,Schalke 04,de Bundesliga,20-047,1,25,25,0.8,0.3,0,,0,1,25,4,0.00,0,0,0,0.00,+1.07,0.0,0.6,-0.6,-2.21,-1.71
2904,Morgan Sanson,fr FRA,MF,Aston Villa,eng Premier League,28-293,2,11,6,0.3,0.1,0,,0,2,6,11,3.00,0,1,-1,-8.18,-8.34,0.0,0.4,-0.4,-3.44,-3.39
2905,Morgan Sanson,fr FRA,MF,Strasbourg,fr Ligue 1,28-293,18,1419,79,41.5,15.8,18,79,6,0,,0,1.39,25,22,+3,+0.19,+0.69,22.1,14.8,+7.4,+0.47,+1.10
2906,Nicola Sansone,it ITA,FW,Bologna,it Serie A,31-270,18,740,41,21.6,8.2,8,69,2,10,19,8,1.33,16,9,+7,+0.85,+0.95,10.6,8.5,+2.2,+0.26,+0.50
2907,Baptiste Santamaria,fr FRA,MF,Rennes,fr Ligue 1,28-090,25,1813,73,53.0,20.1,20,84,16,5,25,1,1.68,36,21,+15,+0.74,-0.10,32.1,22.8,+9.3,+0.46,+0.02
2908,Jesús Santiago,es ESP,MF,Valencia,es La Liga,19-013,0,,,,,0,,0,0,,1,,,,,,,,,,,
2909,Yago Santiago,es ESP,FW,Tottenham,eng Premier League,20-053,0,,,,,0,,0,0,,1,,,,,,,,,,,
2910,Riccardo Saponara,it ITA,FW,Fiorentina,it Serie A,31-168,29,1208,42,35.3,13.4,14,62,0,15,23,8,1.55,21,17,+4,+0.30,+0.05,18.8,18.9,-0.1,0.00,-0.48
2911,Pablo Sarabia,es ESP,"FW,MF",Wolves,eng Premier League,31-027,13,765,59,22.4,8.5,9,68,2,4,38,5,1.38,11,9,+2,+0.24,+1.22,9.9,13.3,-3.4,-0.40,+0.27
2912,Pablo Sarabia,es ESP,"FW,MF",Paris S-G,fr Ligue 1,31-027,14,370,26,10.8,4.1,3,78,0,11,12,3,2.50,12,2,+10,+2.43,+1.28,11.2,3.6,+7.5,+1.83,+1.17
2913,Muhammed Saracevic Cham,at AUT,MF,Clermont Foot,fr Ligue 1,22-254,38,1968,52,57.5,21.9,23,74,3,15,18,0,1.55,27,32,-5,-0.23,-0.29,27.9,33.9,-6.0,-0.28,+0.02
2914,Matija Šarkić,me MNE,GK,Wolves,eng Premier League,25-319,0,,,,,0,,0,0,,20,,,,,,,,,,,
2915,Jeremy Sarmiento,ec ECU,MF,Brighton,eng Premier League,20-356,9,176,20,5.1,2.0,1,61,0,8,14,11,2.33,9,2,+7,+3.58,+3.25,3.9,2.5,+1.4,+0.74,+0.14
2916,Gianluca Saro,it ITA,GK,Cremonese,it Serie A,22-347,0,,,,,0,,0,0,,38,,,,,,,,,,,
2917,Amin Sarr,se SWE,FW,Lyon,fr Ligue 1,22-088,13,537,41,15.7,6.0,6,63,1,7,23,3,1.69,10,10,0,0.00,-0.56,9.2,10.1,-0.9,-0.14,-0.47
2918,Bouna Sarr,sn SEN,FW,Bayern Munich,de Bundesliga,31-127,1,3,3,0.1,0.0,0,,0,1,3,12,3.00,0,0,0,0.00,-1.59,0.0,0.1,-0.1,-1.62,-2.74
2919,Malang Sarr,fr FRA,DF,Monaco,fr Ligue 1,24-135,13,716,55,20.9,8.0,8,79,6,5,17,12,1.92,10,14,-4,-0.50,-1.04,11.7,10.8,+0.9,+0.12,-0.15
2920,Mamadou Sarr,fr FRA,MF,Lyon,fr Ligue 1,17-282,1,8,8,0.2,0.1,0,,0,1,8,6,3.00,0,0,0,0.00,-0.47,1.2,0.0,+1.2,+13.98,+13.76
2921,Mouhamadou Sarr,sn SEN,GK,Cremonese,it Serie A,26-153,2,180,90,5.3,2.0,2,90,2,0,,31,1.50,4,3,+1,+0.50,+1.44,2.0,2.6,-0.6,-0.32,+0.43
2922,Martin Satriano,uy URU,FW,Empoli,it Serie A,22-107,31,1704,55,49.8,18.9,20,76,5,11,17,6,1.03,15,27,-12,-0.63,-0.63,19.0,27.8,-8.8,-0.46,+0.10
2923,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,31-167,30,2546,85,74.4,28.3,30,85,19,0,,0,1.30,40,48,-8,-0.28,-1.42,37.4,48.5,-11.2,-0.40,-0.52
2924,Esteban Saveljich,me MNE,FW,Rayo Vallecano,es La Liga,32-018,1,1,1,0.0,0.0,0,,0,1,1,28,1.50,0,4,-4,-360.00,-359.89,0.0,0.2,-0.2,-13.80,-13.64
2925,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,32-150,22,1943,88,56.8,21.6,22,88,19,0,,1,1.86,33,17,+16,+0.74,-0.54,31.2,22.9,+8.3,+0.39,-0.38
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
2926,Christian Saydee,lr LBR,FW,Bournemouth,eng Premier League,21-028,0,,,,,0,,0,0,,1,,,,,,,,,,,
2927,Simone Scaglia,it ITA,GK,Juventus,it Serie A,18-330,0,,,,,0,,0,0,,1,,,,,,,,,,,
2928,Joe Scally,us USA,DF,M'Gladbach,de Bundesliga,20-158,28,2208,79,72.2,24.5,25,86,15,3,16,6,1.29,39,35,+4,+0.16,+0.90,35.7,36.7,-1.0,-0.04,0.00
2929,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,19-178,32,2335,73,68.3,25.9,29,79,15,3,19,4,1.75,46,35,+11,+0.42,-0.16,36.8,29.9,+6.9,+0.27,-0.51
2930,Gianluca Scamacca,it ITA,FW,West Ham,eng Premier League,24-157,16,926,58,27.1,10.3,11,73,3,5,24,4,0.88,9,12,-3,-0.29,+0.07,13.4,11.4,+2.0,+0.19,+0.41
2931,Gustavo Scarpa,br BRA,"MF,FW",Nott'ham Forest,eng Premier League,29-153,6,181,30,5.3,2.0,2,55,0,4,18,3,1.17,1,1,0,0.00,+0.83,2.4,2.8,-0.4,-0.20,+0.48
2932,Kevin Schade,de GER,FW,Brentford,eng Premier League,21-192,18,732,41,21.4,8.1,7,75,1,11,19,2,1.72,11,7,+4,+0.49,+0.22,15.9,7.9,+8.0,+0.98,+1.02
2933,Kevin Schade,de GER,"FW,MF",Freiburg,de Bundesliga,21-192,8,182,23,5.9,2.0,1,56,0,7,18,2,1.50,2,6,-4,-1.98,-2.32,0.6,4.3,-3.6,-1.80,-1.89
2934,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,24-055,16,860,54,28.1,9.6,10,73,1,6,23,1,2.06,12,6,+6,+0.63,+0.34,8.6,8.6,0.0,0.00,+0.19
2935,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,31-169,36,3206,89,93.7,35.6,36,89,32,0,,1,1.97,67,28,+39,+1.09,+2.78,69.8,35.7,+34.2,+0.96,+1.70
2936,Julius Schell,de GER,MF,Schalke 04,de Bundesliga,23-148,0,,,,,0,,0,0,,1,,,,,,,,,,,
2937,Johannes Schenk,de GER,GK,Bayern Munich,de Bundesliga,20-145,0,,,,,0,,0,0,,6,,,,,,,,,,,
2938,Derry Scherhant,de GER,"FW,MF",Hertha BSC,de Bundesliga,20-209,10,285,29,9.3,3.2,2,54,0,8,22,5,0.70,4,11,-7,-2.21,-1.56,5.1,8.3,-3.2,-1.00,-0.44
2939,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,27-134,14,941,67,30.8,10.5,10,83,6,4,27,0,0.86,16,21,-5,-0.48,-1.03,16.4,17.8,-1.4,-0.13,-0.56
2940,Kingsley Schindler,gh GHA,"DF,MF",Köln,de Bundesliga,29-330,29,1088,38,35.6,12.1,8,72,2,21,24,4,1.24,20,22,-2,-0.17,-0.03,19.7,16.0,+3.7,+0.31,+0.24
2941,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,25-252,22,1506,68,49.2,16.7,16,87,12,6,19,5,2.23,40,17,+23,+1.37,+1.37,34.8,16.4,+18.4,+1.10,+0.69
2942,Keven Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,26-040,2,14,7,0.5,0.2,0,,0,2,7,13,3.00,0,0,0,0.00,-0.21,0.2,0.3,-0.1,-0.81,-0.79
2943,Keven Schlotterbeck,de GER,DF,Bochum,de Bundesliga,26-040,13,734,56,24.0,8.2,8,81,7,5,18,3,1.15,8,18,-10,-1.23,-0.37,9.6,12.8,-3.1,-0.38,+0.49
2944,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,23-188,28,2252,80,73.6,25.0,27,83,23,1,1,3,2.11,57,34,+23,+0.92,-0.86,44.3,32.5,+11.9,+0.47,-1.31
2945,Jeffrey Schlupp,gh GHA,"MF,FW",Crystal Palace,eng Premier League,30-166,34,2531,74,74.0,28.1,30,81,11,4,23,0,1.18,33,38,-5,-0.18,+0.23,29.5,36.4,-6.9,-0.25,-0.05
2946,Kasper Schmeichel,dk DEN,GK,Nice,fr Ligue 1,36-214,36,3240,90,94.7,36.0,36,90,36,0,,2,1.58,47,35,+12,+0.33,+0.83,54.7,42.3,+12.4,+0.34,+0.24
2947,Jonathan Schmid,fr FRA,DF,Freiburg,de Bundesliga,32-350,3,41,14,1.3,0.5,0,,0,3,14,9,1.33,0,1,-1,-2.20,-2.43,1.0,1.5,-0.4,-0.93,-0.92
2948,Maximilian Schmid,de GER,FW,Köln,de Bundesliga,20-094,0,,,,,0,,0,0,,2,,,,,,,,,,,
2949,Romano Schmid,at AUT,"MF,FW",Werder Bremen,de Bundesliga,23-131,27,1520,56,49.7,16.9,15,81,5,12,26,1,1.07,23,29,-6,-0.36,+0.05,20.5,26.0,-5.5,-0.33,+0.04
2950,Kenneth Schmidt,de GER,DF,Freiburg,de Bundesliga,21-004,5,251,50,8.2,2.8,3,69,0,2,22,4,1.00,4,2,+2,+0.72,+0.56,4.6,3.5,+1.1,+0.39,+0.45
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
2951,Niklas Schmidt,de GER,MF,Werder Bremen,de Bundesliga,25-098,24,1087,45,35.5,12.1,11,71,3,13,23,9,0.83,16,22,-6,-0.50,-0.18,15.6,18.0,-2.4,-0.20,+0.23
2952,Benno Schmitz,de GER,DF,Köln,de Bundesliga,28-202,31,2420,78,79.1,26.9,30,80,18,1,29,0,1.16,34,38,-4,-0.15,-0.01,33.1,33.4,-0.3,-0.01,-0.80
2953,Jerdy Schouten,nl NED,MF,Bologna,it Serie A,26-146,33,2509,76,73.4,27.9,29,84,17,4,16,1,1.27,35,37,-2,-0.07,-0.66,32.4,36.0,-3.6,-0.13,-0.01
2954,Philipp Schulze,de GER,GK,Wolfsburg,de Bundesliga,20-129,0,,,,,0,,0,0,,2,,,,,,,,,,,
2955,Perr Schuurs,nl NED,DF,Torino,it Serie A,23-193,30,2327,78,68.0,25.9,28,82,21,2,14,4,1.43,26,29,-3,-0.12,-0.45,28.6,25.1,+3.4,+0.13,+0.27
2956,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,28-043,34,3060,90,100.0,34.0,34,90,34,0,,0,1.24,49,54,-5,-0.15,,47.9,42.6,+5.3,+0.16,
2957,Joshua Schwirten,de GER,MF,Köln,de Bundesliga,21-151,0,,,,,0,,0,0,,2,,,,,,,,,,,
2958,Alexander Schwolow,de GER,GK,Schalke 04,de Bundesliga,31-005,23,2035,88,66.5,22.6,22,90,22,1,55,11,0.83,24,58,-34,-1.50,-1.33,26.5,40.8,-14.3,-0.63,-0.35
2959,Manuel Sebastián,es ESP,MF,Sevilla,es La Liga,18-315,2,149,75,4.4,1.7,2,75,1,0,,9,0.00,1,3,-2,-1.21,-1.07,1.4,2.1,-0.7,-0.41,-0.21
2960,Demba Seck,sn SEN,"MF,FW",Torino,it Serie A,22-117,19,518,27,15.1,5.8,6,65,0,13,10,17,1.21,2,5,-3,-0.52,-0.65,5.3,6.5,-1.2,-0.20,-0.29
2961,Haris Seferović,ch SUI,FW,Celta Vigo,es La Liga,31-105,18,887,49,25.9,9.9,10,67,0,8,28,1,1.11,14,11,+3,+0.30,+0.77,11.5,15.6,-4.1,-0.42,-0.46
2962,Jacopo Seghetti,it ITA,GK,Empoli,it Serie A,18-110,0,,,,,0,,0,0,,2,,,,,,,,,,,
2963,Telasco Segovia,ve VEN,MF,Sampdoria,it Serie A,20-066,1,2,2,0.1,0.0,0,,0,1,2,5,0.00,0,0,0,0.00,+1.24,0.1,0.1,0.0,0.00,+0.85
2964,Jacopo Segre,it ITA,DF,Torino,it Serie A,26-110,1,21,21,0.6,0.2,0,,0,1,21,1,3.00,0,1,-1,-4.29,-4.34,0.6,1.0,-0.4,-1.63,-1.69
2965,Paul Seguin,de GER,MF,Union Berlin,de Bundesliga,28-070,20,691,35,22.6,7.7,4,85,2,16,22,4,1.75,13,11,+2,+0.26,-0.16,11.8,10.6,+1.2,+0.16,+0.38
2966,Alidu Seidu,gh GHA,DF,Clermont Foot,fr Ligue 1,23-003,28,2458,88,71.9,27.3,28,88,23,0,,0,1.71,37,33,+4,+0.15,+0.89,35.8,39.4,-3.6,-0.13,+0.53
2967,Dennis Seimen,de GER,GK,Stuttgart,de Bundesliga,17-188,0,,,,,0,,0,0,,1,,,,,,,,,,,
2968,Kristian Sekularac,eng ENG,MF,Fulham,eng Premier League,19-182,0,,,,,0,,0,0,,1,,,,,,,,,,,
2969,Nikola Sekulov,it ITA,MF,Juventus,it Serie A,21-109,0,,,,,0,,0,0,,1,,,,,,,,,,,
2970,Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,28-138,13,282,22,9.2,3.1,3,59,0,10,10,1,0.92,4,9,-5,-1.60,-0.88,4.0,5.7,-1.8,-0.57,+0.04
2971,Davie Selke,de GER,FW,Köln,de Bundesliga,28-138,17,869,51,28.4,9.7,12,62,1,5,25,1,1.24,11,16,-5,-0.52,-0.52,10.5,13.0,-2.5,-0.26,-0.58
2972,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,31-101,38,3420,90,100.0,38.0,38,90,38,0,,0,1.05,51,59,-8,-0.21,,48.5,55.4,-6.8,-0.18,
2973,Nélson Semedo,pt POR,DF,Wolves,eng Premier League,29-203,36,2632,73,77.0,29.2,31,83,23,5,15,1,1.06,25,42,-17,-0.58,+0.56,25.0,49.0,-24.0,-0.82,-0.93
2974,Vivaldo Semedo,pt POR,"FW,MF",Udinese,it Serie A,18-130,5,34,7,1.0,0.4,0,,0,5,7,8,0.20,0,1,-1,-2.65,-2.65,0.5,0.8,-0.3,-0.87,-0.75
2975,Antoine Semenyo,gh GHA,"FW,MF",Bournemouth,eng Premier League,23-151,11,258,23,7.5,2.9,2,77,1,9,12,4,1.45,3,6,-3,-1.05,-0.16,3.6,6.8,-3.3,-1.14,-0.51
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
2976,Marvin Senaya,tg TOG,DF,Strasbourg,fr Ligue 1,22-130,1,9,9,0.3,0.1,0,,0,1,9,1,1.00,0,0,0,0.00,+0.21,0.2,0.4,-0.2,-1.56,-1.39
